7.5305,4.5972
4.0669,1.2537
3.1839,3.8312
4.3858,0.67425
3.5036,9.1051
4.608,9.7541
4.122,6.9808
9.4712,2.4596
9.4789,6.7544
4.6044,0.89906
3.7018,9.6836
3.3673,6.6478
4.8844,1.1319
8.5153,0.82766
0.68146,0.35856
5.2624,5.7197
3.288,8.3962
3.421,7.6835
7.3101,9.9962
8.3316,6.0511
7.0776,3.6724
1.5815,0.1691
9.7682,2.3545
5.598,6.7927
4.7215,4.2901
3.9529,1.6628
0.84356,5.4274
2.7637,5.8861
3.6697,8.1161
7.9717,4.7221
0.11825,9.1847
2.2969,8.6349
6.8707,5.2184
0.36681,5.2894
7.8635,6.7959
6.6098,6.8168
7.551,1.8906
5.1765,4.7225
9.9033,6.1696
1.7793,9.2593
4.3703,1.6615
6.3059,8.6412
6.7361,2.7426
9.175,5.7397
9.076,1.248
0.63821,5.1764
6.3723,0.80843
4.8109,3.7027
2.8751,6.7409
7.2154,0.26344
5.0489,6.5179
6.773,8.9267
8.0239,4.5022
6.8333,8.6694
1.1549,7.5049
9.5764,4.4816
3.3555,6.0665
3.1829,7.0024
6.6835,2.3347
1.4679,4.5408
2.78,0.47725
6.5942,6.1133
5.4223,0.1709
2.8409,6.2432
9.762,1.9436
5.7458,5.0582
7.272,4.798
8.7931,7.1055
6.6208,6.9033
5.218,7.2605
2.5477,4.4104
6.7368,3.2863
8.591,5.471
4.7253,8.5838
9.1253,9.1438
0.62496,6.26
4.8756,5.1721
9.1507,5.3748
4.8982,1.61
4.843,1.3823
2.7413,5.9546
0.91088,6.0696
6.6594,6.4431
1.2556,0.63605
1.0881,0.63451
4.429,6.0386
5.5311,4.0825
9.6254,4.3881
5.7151,0.79413
0.7589,4.0766
3.6247,1.129
0.19482,9.9711
4.6391,7.0589
9.559,4.6544
9.7757,1.2049
1.4297,7.5077
2.7279,9.6525
9.7088,8.6674
7.7192,8.7976
6.0585,1.7366
8.4238,2.8773
6.7859,8.513
9.2351,4.6256
9.7473,9.9716
0.58077,2.8109
0.26379,3.5818
7.0977,7.4001
6.3997,5.4662
4.6794,5.7145
5.5717,0.73853
0.94344,0.83239
8.199,1.9752
3.7473,8.9681
9.1223,6.7351
8.3939,6.0734
5.929,0.51651
0.95933,5.0785
2.3832,3.0096
0.23298,2.4054
1.5403,7.76
8.8045,8.9251
1.1896,0.5307
8.5994,5.5663
8.6549,1.5135
8.9546,9.8934
0.11689,5.2621
7.961,5.365
1.8215,7.1248
0.32305,8.1873
1.6315,8.741
5.4818,6.2171
7.684,0.10607
7.7951,2.2227
3.4907,0.52616
7.0825,5.1446
3.3062,8.9284
6.1606,5.7962
4.5889,6.2805
2.1912,1.4429
4.3206,7.4862
6.3937,2.8066
8.3113,8.6878
7.0873,8.0212
1.7977,4.8838
5.799,9.7357
7.779,5.2716
7.5905,2.1756
2.5062,1.9658
3.4377,0.17692
7.3073,3.4433
2.8728,8.353
4.4389,2.7467
8.3983,6.5756
9.8366,1.6977
6.1455,2.9463
1.7655,3.7061
0.64096,6.4893
6.857,5.6778
2.2993,5.1224
6.6451,0.60419
8.4422,7.7783
7.3505,0.30009
8.995,6.8038
2.4424,8.9274
8.8362,3.7102
0.4563,6.2362
4.929,6.9267
5.8043,7.8498
9.4895,6.3241
6.3165,6.9029
4.7253,8.0262
1.2159,3.7579
2.7971,0.47874
7.6921,1.03
7.508,5.405
0.18085,8.4933
8.4846,5.3247
9.0235,9.0861
6.7604,0.89655
0.40598,8.6395
4.9542,8.5745
6.8658,8.829
0.36871,0.7436
2.5057,3.4216
3.1644,2.2821
1.6681,8.4441
4.5963,1.341
9.1784,8.813
0.49015,1.9367
2.8193,8.4662
8.1513,2.0798
8.9311,6.7054
7.9028,2.1645
0.22639,0.64747
0.79228,4.2913
9.2087,3.0308
5.1414,5.8556
0.42467,2.4579
7.9063,7.4005
7.2811,2.2302
0.954,0.0041855
7.8949,0.029276
7.0716,9.257
3.8981,0.39692
9.0614,5.3707
1.2735,1.9161
4.6034,1.6365
5.2728,6.9724
6.1405,6.6872
0.51782,7.8439
0.21533,5.2205
1.1148,7.9582
5.553,5.7807
6.0507,5.1532
7.8404,3.8888
9.5476,5.8018
1.9432,4.9293
4.6668,5.5893
9.1112,8.5461
4.1596,6.9146
2.9801,0.45329
2.5736,9.0106
8.319,2.5425
6.9454,5.557
0.061785,6.1324
6.3715,8.2017
8.1501,5.4852
6.6132,0.26271
3.3493,8.3752
9.5916,9.6075
5.3535,8.3116
5.6664,4.0224
1.1586,5.0319
5.0892,6.5265
8.1497,6.9609
6.3227,7.7972
1.3009,8.7844
5.3324,2.3001
9.5108,8.0036
0.77994,7.5322
4.3673,9.8234
7.8166,1.1109
1.6364,7.1686
6.9284,6.6669
4.3468,1.7798
8.199,3.5468
5.5441,3.8981
7.8815,5.8508
2.679,1.9461
5.2928,1.7313
6.4921,9.1787
1.8094,3.5455
1.981,0.68126
1.5565,1.9642
9.8586,5.0354
2.5056,3.9276
3.7262,9.0531
4.7932,2.4339
3.0442,2.3289
7.1143,0.16065
