8.2602,9.8869
8.1802,8.5483
9.8957,10.724
6.4731,8.8885
8.5382,9.098
6.5898,7.1419
6.8574,7.8869
6.138,10.233
9.0964,7.4428
7.0307,8.7626
9.1428,9.706
8.4388,8.8415
6.1183,7.0817
9.6389,9.7618
7.4961,7.9088
7.6559,7.8708
9.6983,7.3204
7.8256,9.1622
9.8709,9.3765
6.79,7.2976
9.1415,7.7288
9.3531,8.6504
9.0869,7.6711
7.546,10.53
9.7933,10.642
8.1615,8.7227
8.1881,7.523
7.1873,9.0277
8.9965,10.183
6.473,9.3972
6.6613,9.7216
9.9658,8.8672
6.2694,9.8481
9.0336,8.1568
7.7306,7.1141
6.566,8.9954
6.2003,7.7812
9.8633,10.855
6.9134,10.052
7.5484,9.4512
6.592,8.5452
8.3249,10.646
7.7312,9.1434
6.4122,9.9984
6.0205,8.6315
7.5775,8.3645
9.524,9.9876
7.1718,10.22
8.75,8.576
8.9527,10.1
9.6143,9.031
8.8835,8.577
8.5755,8.5313
8.7095,10.534
8.9277,9.9216
9.5945,10.065
9.7351,8.9563
7.7643,8.6312
7.4045,10.497
9.7235,7.9905
9.8159,7.0679
6.2746,7.3898
7.3671,10.234
6.0551,10.926
7.5844,8.9818
8.4203,8.718
6.5844,9.7844
7.6249,7.874
6.3021,7.305
8.4629,8.8427
7.3297,8.5367
6.3405,7.9639
9.0046,10.042
8.9869,10.86
6.9258,7.3797
7.2584,10.119
6.6474,7.7546
6.1692,7.0379
8.2152,8.6403
8.6865,7.5653
9.9502,9.131
9.5947,9.231
6.5942,9.7738
6.3537,10.505
7.4104,7.0785
9.4026,9.7464
8.813,10.946
6.6524,10.943
6.7916,8.8243
9.7502,8.392
7.0495,10.932
6.163,8.9435
8.5953,8.2604
7.5469,8.5255
8.8182,7.072
6.2769,9.0145
9.7241,7.508
7.0197,8.2207
8.69,8.0242
7.0097,7.0092
9.7778,10.091
7.3054,9.6472
9.747,8.5919
7.0459,9.0042
9.3691,9.4502
8.6025,7.5323
8.5381,8.1334
7.1926,10.35
8.6129,10.464
9.9169,7.219
8.8052,8.9727
7.4156,10.321
8.9611,10.674
7.1804,10.205
7.8806,10.915
9.0339,9.2859
8.1629,7.255
9.2323,7.3457
6.6031,10.907
6.8032,8.7948
9.0573,10.577
7.1889,10.645
7.9893,10.846
8.5205,10.112
7.697,10.792
6.7744,9.7163
6.2733,9.8566
6.4346,7.5504
7.7537,7.3311
7.555,7.4489
7.0075,8.4769
8.568,10.862
8.5895,8.4496
8.4886,10.722
6.121,7.3839
6.9952,7.4877
8.8524,8.9544
8.9339,10.69
9.5537,7.5393
8.1557,7.5775
6.7663,8.3333
9.09,8.82
8.4734,7.0336
9.754,8.6334
7.9676,7.7235
7.4172,10.493
9.257,9.1955
7.2849,10.445
9.9047,7.2125
7.5133,9.0442
6.371,7.5832
6.0841,8.7546
8.117,8.821
6.3876,8.2725
9.6593,10.702
8.8943,9.8861
7.8321,9.5462
7.0835,10.783
9.3255,9.9213
6.2296,9.0877
8.2213,9.589
8.3792,9.944
7.228,10.484
7.4639,10.468
9.9748,7.9155
8.4687,8.2042
9.2668,8.6396
8.4034,7.7693
6.2169,7.7782
6.238,7.5986
7.7372,10.421
8.7486,10.723
8.6934,10.118
7.4369,7.6332
7.9653,9.9167
6.6922,7.774
6.4477,8.8327
8.2973,10.422
7.4861,7.527
7.4298,9.4555
6.3816,9.5536
9.9399,10.008
7.6927,8.0267
9.0623,9.1946
8.9811,10.752
9.4646,10.8
9.2376,9.4221
8.0865,10.242
7.0247,8.2604
9.5322,8.0885
9.3916,8.715
6.0831,9.989
6.2402,8.8599
8.7571,10.935
7.0428,10.395
6.0837,8.2874
8.3669,7.7144
6.1584,10.421
6.4107,10.442
7.4447,7.42
6.0317,10.042
7.8587,7.5564
6.467,9.4283
8.8741,10.171
8.6703,7.8472
8.2368,7.1282
8.2689,10.214
7.8665,7.1572
7.4831,9.964
6.1402,8.3573
9.4594,8.6644
9.8428,7.7752
9.6399,10.788
9.0207,7.5422
7.1432,8.8775
7.3196,10.405
7.8833,7.9873
8.2769,8.7256
8.4109,10.977
6.9522,10.711
8.3056,7.1721
7.4735,9.1909
7.0865,7.006
9.942,9.899
8.5917,9.4751
7.5641,8.4893
6.4635,8.1766
7.2335,7.2206
6.1656,9.8028
7.521,10.572
8.8948,9.9041
9.1078,9.3421
6.4019,10.809
9.6797,8.443
8.7486,7.365
6.4579,8.9477
9.0354,7.6623
8.9876,8.0293
9.2709,7.007
8.3995,10.053
8.2715,10.055
9.2988,7.0627
9.8633,7.495
6.1918,7.3218
6.6475,7.3123
9.3224,9.365
6.0418,8.9845
8.6305,8.9718
9.4123,9.5928
7.478,10.363
0.12005,0.69873
5.9084,8.2044
5.4033,8.6571
2.0238,1.2883
4.9044,6.7891
6.3913,9.2065
6.6143,9.979
1.8758,1.3216
1.0805,0.34166
2.5942,2.2208
1.5597,2.0909
0.18383,1.3493
1.2676,1.9594
1.7069,1.2524
6.9798,9.2456
4.5845,6.2081
0.82484,0.16288
5.7734,8.4709
5.12,7.9315
5.0007,6.9666
3.9005,6.1656
2.6675,3.3814
2.4315,2.9282
0.59765,1.7447
1.4852,0.74117
0.62,1.1699
5.3167,8.9566
0.48735,0.54365
4.1004,5.3352
1.9795,1.1661
3.6516,4.3111
6.8199,8.6801
4.7895,6.9016
2.8104,3.2079
0.7334,1.0909
2.9042,3.9145
3.8339,5.1034
1.6195,1.4204
0.042207,0.64965
3.788,6.0663
6.1593,8.7849
2.6489,3.1423
5.7855,8.9284
1.0692,1.2602
4.202,5.4545
5.8685,8.0388
2.2561,2.5924
2.8417,4.5014
2.9018,3.2777
4.0467,6.3988
0.90042,0.10586
0.7292,-0.068635
1.0052,1.0793
3.0783,4.4371
3.3029,4.3745
4.8069,7.2566
2.5153,2.7873
2.1663,2.9464
0.28809,1.0952
6.6326,8.619
0.52231,1.7045
6.6479,8.9026
1.6272,1.3959
0.59829,0.52361
5.0995,8.765
5.278,8.1427
6.2662,9.1091
4.2205,7.0223
3.3719,3.9968
2.2452,1.982
3.2427,3.8441
3.2023,3.3858
4.1274,6.9673
5.1418,7.0395
6.9952,8.0235
5.7953,9.4753
1.9567,2.6485
5.8224,9.5323
3.6975,6.2577
0.052111,-0.0023023
5.299,7.6184
5.9542,9.3105
1.5756,2.5394
3.1486,4.4242
6.2122,9.196
0.64779,1.7582
3.4746,5.309
1.6005,1.2778
0.77516,0.59598
3.1517,5.1487
0.22309,0.50475
1.6359,0.73749
3.4399,5.0009
2.4095,3.1589
4.1352,6.7445
1.6257,2.5598
6.2306,8.6911
3.9724,6.4636
5.8124,8.372
1.175,1.9716
2.1979,2.8337
4.036,5.6549
0.85169,0.59705
4.6783,7.7098
1.2639,0.61555
1.2457,1.1109
5.6715,8.4058
0.40234,0.28054
4.0828,6.2313
4.9293,8.3598
6.3287,9.0586
2.0264,2.4803
6.0194,8.361
2.8696,4.7144
6.9859,8.0167
4.3146,6.8435
6.721,9.7743
0.27151,0.70363
1.262,2.038
0.7775,0.94084
1.3038,2.2087
6.1425,9.2543
4.3062,6.9291
5.3042,9.0885
3.8144,5.5255
1.3761,1.6249
5.3245,7.6954
1.2058,1.3151
6.0309,8.1817
5.8207,8.4011
5.2434,8.2513
5.0485,7.2426
3.6614,4.8696
6.3855,8.5925
1.9662,2.2205
0.77516,1.03
2.481,3.2267
0.82467,-0.061475
4.2415,5.8488
2.5192,3.0077
4.0259,5.0881
4.3356,6.6024
5.046,7.0303
3.9006,5.3031
3.1466,4.432
2.4187,2.1756
0.42176,0.6727
3.1083,4.9787
1.5462,2.258
5.0733,8.0039
5.2002,8.0239
1.8268,1.2164
0.027503,0.96016
5.4999,8.6283
6.9091,8.7386
4.2595,6.3436
2.516,2.4028
6.7503,9.7874
6.1126,9.3743
3.0459,3.4387
1.0729,1.3091
4.5596,7.4764
1.1236,0.18225
2.2367,2.5994
1.0419,0.58257
1.1282,1.1458
1.7647,2.7771
3.3776,5.3747
2.9966,4.6871
6.2647,9.8854
2.013,1.7937
2.1007,3.0934
3.9537,5.4185
5.3724,7.7187
6.345,8.4908
2.5625,3.8569
2.1415,2.2886
4.2268,6.2181
3.4245,5.4979
1.711,1.1709
6.1069,9.8152
3.7193,5.3542
5.1216,7.3169
2.8339,3.1872
5.054,7.9307
4.9267,8.2358
2.0816,2.0775
0.56406,-0.052566
4.3341,7.6235
3.2786,4.5827
6.6699,9.8229
2.3467,3.5302
4.8551,7.9464
3.2536,4.5217
1.7739,1.7272
3.3399,4.4217
4.283,5.6165
3.1414,3.6908
0.60284,0.035509
6.81,9.6925
1.3907,1.1772
0.6279,-0.030404
3.8012,5.2344
1.1367,1.8786
0.033419,1.8415
3.8215,5.494
4.4146,7.5332
2.7518,3.4525
3.9724,6.7621
0.58279,0.36246
3.5064,5.0545
0.60252,0.3545
1.764,2.5065
1.2112,1.2506
0.22889,0.58748
6.1354,8.5492
0.40425,0.19104
3.2731,4.7241
4.2514,7.1143
2.5041,3.7253
3.124,4.9137
5.5736,8.0436
5.6964,8.7182
2.1209,2.7047
1.728,0.96216
2.7253,3.5267
1.1501,0.74306
5.2584,7.9476
0.42393,0.91995
0.63936,0.72566
